character,scene,dialogue
Mine,901756/f Abigail 2500/t 1700 2400/o Abigail," Abigail "" 776589 null 776589 20 Event_Cave2_1#What happened?# 776589 40 Event_Cave2_2#Are you okay? Abigail ""You know I've been practicing my swordsmanship for a while... Well I decided today would be the day I venture into the caves... Abigail ""...but I got scared. I couldn't do it. Abigail "" 34 null#I guess I'm not as tough as I thought... # 34 20 Event_Cave_1#You're safe with me.# 34 40 Event_Cave_2#I get scared too.# 34 -50 Event_Cave_3#You're crying like a little baby. Stop. Abigail ""@, I... I really like you... And not just as a friend. You know that, right? Abigail ""I can't believe I'm actually saying this... But I can't keep it in anymore. I've felt this way for a long time. Abigail ""You don't have to say anything right now. Let's just stay here for a while... ^I didn't know I felt this way about other girls... until I met you. / "
Mine,100162/t 600 2600," Marlon ""Hmmm... Marlon ""...I was just peering down into this old mine shaft. It's been abandoned for decades. Marlon ""Still, there's probably good ore down there. But a dark place, undisturbed for so long... I'm afraid ore isn't the only thing you'll find... Marlon ""Here, take this. You might need it. Marlon ""Name's Marlon, by the way. I run the adventurer's guild right outside. I'll keep my eye on you. Prove yourself and I might think about making you a member. "
Mine,PlayerKilled," 19 10 2 {0} "" ...{2}? "" {2}, wake up! {0} {1}/move {0} {0} "
Mountain,2/f Abigail 1000/w rainy/t 1200 1900/z winter," Abigail "" 32 null#@! Why are you out here in the rain? # 32 0 Event_Rain_1#Just doing some work# 32 50 Event_Rain_2#Enjoying the weather# 32 10 Event_Rain_3# Abigail ""...I came here to spend some time alone. Abigail ""But I don't mind your company! Abigail ""You're getting soaked... come stand under the tree. Abigail ""It's impossible to describe this feeling... watching the curtains of rain whisper above a silent lake. Abigail ""Hey! A mini-harp! You're full of surprises, @. I'm impressed. / "
Mountain,8/f Maru 1500/w sunny/t 2100 2340," Maru ""@! I'm surprised to see you here so late. Maru ""The night sky looks amazing right now. Maru ""Come over here, I want to show you something. Maru ""Here, take a peek. Maru "" 40 null#What do you see?# 40 30 Event_Space1#A beautiful planet.# 40 -30 Event_Space2#A cold, dark abyss. Maru ""By the time any of these stars are visited, you and I will be long gone... Maru ""I guess that's the trouble with being human, huh? Maru ""@, um... Maru ""Nevermind... Maru ""Here, let me show you a binary star system... . ""What a beautiful night! Maru showed me something new... "
Mountain,26/f Linus 1000/w sunny/t 2000 2400," Linus ""@! Come stand next to the firepit. It feels great. Linus ""I was hoping you'd come by sometime. Linus ""I wanted to say sorry for mistrusting you at first. Most people don't treat me well, so I've learned to be cautious. Linus ""But you've been uncommonly nice to me. You're a unique person. ...And I consider you a good friend. Linus ""Hey, I want to show you something. Come inside. Linus ""Ah... there we go. See this? It's a special kind of fish bait that I make. It's top quality stuff... I'd eat it myself! Here, I want you to have the recipe. ""Learned how to craft 'Wild Bait' "
Mountain,BadAnswer,"speak Maru "" 18982 null#You must have a good reason for saying that... # 18982 50 event_robot_explain1#MarILDA's just a piece of machinery designed to act human.# 18982 50 event_robot_explain2#I was just kidding. MarILDA deserves her freedom.# 18982 -50 event_robot_explain3#I would've put her to work on the farm. Maru ""Well, I should go. Thanks for sticking with me today, @. / "
Mountain,384883/f Sebastian 1000/t 1100 1700," Sebastian ""Oh, hello @. Sebastian ""What, you haven't seen my motorcycle before? Hmmm... I guess I haven't shown it to you. Sebastian ""Sometimes, after sundown, I make the long ride out of Stardew Valley... Sebastian ""There's nothing else like it, blazing along the empty stretch of road toward the faint city glow... Sebastian ""Once I've saved up enough money, I'm going to head out on my own... to the city and beyond. Just me and my bike. Sebastian ""There we go, oil's changed. Sebastian "" -1 null#Hey... Maybe I'll let you ride sometime, if you want. ^Hey... maybe I'll take you for a ride some day. # -1 10 event_garage1#That sounds fun.# -1 -10 event_garage2#No thanks. That sounds stupid.# -1 0 event_garage3#I'm scared of motorcycles. / "
Mountain,384882/f Sebastian 2500/t 2000 2400," Sebastian ""Hey @. I was just about to head out. Hop on...I wanna show you something. Sebastian ""That's Zuzu City in the distance... Sebastian ""I come here when I want to get away from everything and just... think. Sebastian "" -1 null#So, what do you think?# -1 0 event_city1#It's beautiful.# -1 10 event_city2#It gives me a strange, sad feeling.# -1 -10 event_city3#Kind of ugly.# -1 0 event_city4#You should quit smoking. Sebastian ""The city used to draw me in... but now I'm finding myself happier at home in the valley. Sebastian ""@...? Um... I've never... felt anything like this with another guy before... But you're different. ^I don't usually bring girls to this place... In fact, you're the only one. You know what I'm trying to say, don't you? position 18 26"
Mountain,404798/Hn ccFishTank," Willy ""Hi, @. Willy ""It's odd... I'm not sure what caused this boulder to disappear. Willy ""This stream is flowing from deep within the mountain. Willy ""Hey! Do you see that glistening in the water? Willy ""Yes... that's quality ore! Willy ""The flow of water must be carrying it out of the mountain. Willy ""You know what this means, right? Willy ""It means we can start panning for ore! Willy ""Here, I've got an extra pan in my backpack... why don't you take it? Willy ""If you ever see ore glistening in the water, use that pan and see what you find. / "
Mountain,371652/f Linus 2000/w sunny/t 600 1700/a 12 26," Robin ""Eep! Robin ""Oh... It's Linus, right? Robin ""Are you hungry? I could make you some lunch... How about some leftover cave carrot stew? Linus ""That's very nice of you, but no thanks! I've had great luck foraging today. Robin ""Heh... okay. Robin ""@? You look like you have something to say... fork0 ""#I'm just pleased that Linus is doing well...#I'd like to invite Linus to live on the farm with me... Robin ""Wow! Robin ""That's really generous! What a great idea! I can build a real cozy house for you, Linus. Robin ""You'll finally have running water, heat, a roof over your head... just like the rest of us! Isn't that wonderful, Linus? Linus ""Er... Um... No, thanks. Robin ""Whaa..? Linus ""I appreciate the kindness... I really do... But... I've told you before... I choose to live this way... Linus ""I like to be alone most of the time... I like the quiet sounds... moving with the rhythym of nature... It's a way of life that I'm comfortable with. I don't ever want to change that. Robin ""I guess I never thought about it that way... Linus ""@... I cherish our friendship very much. And I know you do, too. But... You don't need to try and 'help' me... I know best how to live my own life... okay? Linus ""...can you smell that? It's the sweet aroma of ripe berries... / "
Mountain,linusWell," Linus ""Thanks, @. You had me worried, there... I thought you were going to ask me to move on to the farm with you! You know, I consider you my closest friend in the valley... you've never tried to 'fix' me... you respect my way of life, even if you don't understand it. I really appreciate that. Linus ""Ah... can you smell that? It's the sweet aroma of ripe berries... Robin ""Aww.. What a sweetheart... "
Mountain,5183338/e 3917666/O Maru/w sunny/t 2200 2500," Maru ""Hey, @. You made it just in time... The comet's about to appear. Maru ""Beautiful night, isn't it? Maru ""Remember the first time we did this? It was a while ago... Maru ""I almost revealed my true feelings on that night... but I was afraid you'd reject me. Maru ""Who knew we'd be married so soon after! Maru ""Oh! It's time... Maru ""Wow! Maru ""Take a look! Maru ""After seeing a comet, it's customary to make a wish... What will you wish for?#A new baby#For us to grow old together#More money(break) Maru ""Oh! We can certainly try... Maru 20(break) Maru ""That's... really sweet! I have the same wish. ""(break)speak Maru ""Money? Oh... # ell I guess that would be practical... Maru ""My wish is a little more romantic... newDay"
Mountain,9333219/O Sebastian/f Sebastian 3500/w rainy/t 600 1900," Sebastian ""Hey @... Glad you showed up. Sebastian ""There's an injured frog in that bush... I gotta save him! Sebastian ""I need your help. Go over to the bush and try to get him to come towards me. I'll wait over here and catch him. Sebastian ""Okay... you ready? Sebastian ""Now! Sebastian ""Got him! Sebastian ""Poor little guy... his foot's all mangled. #What should we do with him?#It's our new son...#I don't think he's going to make it#Let's nurse him back to health!(break)speak Sebastian ""I'm gonna take him home for now, and make him comfortable. I guess I'll do some research on how to take care of frogs. Maybe Marnie knows something.""(break)speak Sebastian ""Hah... Yeah, I guess so. He's definitely got your nose... (break) Sebastian ""Well, sorry if I don't take your word for it... I'm gonna give the poor guy a chance.""(break)speak Sebastian ""We'll do our best. But don't get too attached just yet... Sebastian ""Let's take him home. "
Mountain,8357109/w sunny/t 600 1900/n linusTrashCleanup," Linus ""Ahhh... that feels good. Linus ""The water's never been cleaner. Linus ""...And the same goes for me! Hehehe. "
Mountain,8959199/w sunny/t 600 1900/e 6497428/f Leo 2250/F," Leo ""It's ready! Linus ""Not yet... Penny ""Good answer, Leo! Willy ""Got one, lad! Leo ""Haha! ...That was a great day! Leo ""You know... I still miss my family back on the island... Leo ""But mostly, I feel happy about the memories, not sad. Leo ""...and I really feel like I belong here! Leo ""It's a beautiful world, friends... Leo ""...and I'm glad to be part of it! / "
Railroad,528052/f Harvey 2500/t 900 1700/n harveyBalloon," Harvey ""There you are... just in time! Harvey ""Look, here it comes! Marcello's Balloon Rentals at your service! ""Marcello: It's all yours for two hours. ""Marcello: Now... I was told there's a saloon somewhere around here? Harvey ""I saw an ad in the paper for these balloon rides and I knew I had to surprise you with one. fork1 ""#This looks fun! Let's ride!#...But aren't you afraid of heights? Harvey ""Okay... you first. Harvey ""We... We're up so high... Harvey ""I wanted to impress you with this... but look at me. I'm a trembling coward. Harvey ""Well, you've got more than enough courage to make up for me, @... that's... that's part of why I like you. Harvey ""Okay, I'm going to open my eyes and look down... don't let go of my hand. Harvey ""I... I think I can do it now. Harvey ""Hey, this is incredible! I think I can see Mayor Lewis standing in the town square! Harvey ""Oh dear... our time's almost up. Harvey ""Um... @? We've known each other for a while now and... I... er... Harvey ""... Harvey ""Whoops... Our time was up half an hour ago. We'd better touch down. dialogue Harvey ""I haven't had such a wonderful day for as long as I can remember. """
Railroad,afraid," Harvey ""I am... yeah. But I'm determined to not let that stop me from doing what I want... and experiencing this with you. I'll try not to get scared. Harvey ""We... We're up so high... Harvey ""I wanted to impress you with this... but look at me. I'm a trembling coward. Harvey ""Well, you've got more than enough courage to make up for me, @... that's... that's part of why I like you. Harvey ""Okay, I'm going to open my eyes and look down... don't let go of my hand. Harvey ""I... I think I can do it now. Harvey ""Hey, this is incredible! I think I can see Mayor Lewis standing in the town square! Harvey ""Oh dear... our time's almost up. Harvey ""Um... @? We've known each other for a while now and... I... er... Harvey ""... Harvey ""Whoops... Our time was up half an hour ago. We'd better touch down. dialogue Harvey ""I haven't had such a wonderful day for as long as I can remember. """
Railroad,529952/C," Wizard ""Ah... @. I've been waiting for you. Wizard ""Have I ever told you I used to be married? Wizard ""Strange, I know... for a man like me. But it's true. Wizard ""My wife and I were together for many years, until... until I made a mistake that drove her away. Wizard ""Her anger and envy were so intense that she turned green and began flying around the countryside, cursing everything in her path... Wizard ""When I found out, I sealed this passage to her home... fearing that an innocent villager might fall prey to her dark magic. Wizard ""But now, it must be unsealed... for when we separated, she took my magic ink! I need that magic ink back! I would do this myself, but I... I can't see her again. That's why I need your help. Wizard ""In order to unseal this passage, you'll need a dark talisman. Talk to Krobus, in the sewer... he should know where to find one. Wizard ""I'm counting on you... if you can retrieve my magic ink I promise I'll make it worth your while... Now go! "
Saloon,40/f Elliott 1000/p Gus/t 1500 2200," Gus ""Hi. I'll take your order in a few moments. Elliott ""Hello, @! What a pleasant surprise! I was just stopping in to relax after an eight hour writing session. Elliott ""Bartender! Two of your finest ales, please!^Bartender! Fetch me your finest ale. And bring some wine for the lady! Gus ""... Gus ""There you go, sir. Elliott "" 28376 null#Wait. I propose a toast! To...# 28376 25 event_toast4#To Pelican Town!# 28376 50 event_toast2#To our friendship!# 28376 -10 event_toast1#To my good health!# 28376 -50 event_toast3#To your doom! Elliott "" ... Strong stuff... warpOut"
Saloon,96/f Gus 1000/f Pam 500/p Gus," Gus ""Oh, Hello there, buddy.^Hi, @. Gus "" ...I'm just looking over last month's earnings... and It's not looking very good, @. The worst thing... and I hate to say this because she's my friend... is Pam! She hasn't paid off her tab in weeks! ...But I can't ask her to do it. I know she'll get defensive, and I don't want to hurt her feelings. Gus ""@, you gotta help me! Pam ""Hiya! Gus... I'm awful thirsty, if you catch my drift. Gus ""Er... Well, okay Pam. Pam "" 207 null#@, what's going on here?# 207 -50 event_credit1#You need to pay your tab right now!# 208 15 event_credit2#The saloon isn't doing well, Pam "".... ...Well, I guess I'd better pay off that tab, then. Gus ""Thanks, Pam! Gus ""And thank you, @. Gus ""Now, let's get you that drink, Pam. dialogue Gus ""Thanks for your help, @. This cash is going to be a big help to the saloon."""
Saloon,97/f Clint 750/t 1900 2300/d Tue Wed Thu Fri Sat Sun," Clint ""Hello, @... care to join me? Clint ""Let me just go ahead and tell you what's on my mind. I have terrible luck with women, @... I'm a nice guy if you get to know me, I swear! Clint ""The girls all seem to like you, @...^You're a girl, @... Clint "" 211 null#Got any tips?^What advice can you give me?# 211 25 event_advice1#Impress women with your strength and charm# 211 25 event_advice1#Act crazy, to keep people guessing# 211 0 event_advice2#Just act natural... be yourself# 211 25 event_advice1# Emily ""Hi Clint, what can I get for you tonight? Clint ""Yes! Clint ""Er.. I mean, I'll have the Big n' Cheesy. With extra sauce, please. ... Emily ""Hi @. Clint ""Er... Th...Thanks, Emily. For... taking my order. Um, Emily? I was... ... I was wondering... Emily ""Yes, Clint? Clint ""... nevermind. Emily ""Hi, Shane! Here's your beverage. Shane ""Thanks, Emily! So... How's your shift coming along? Emily ""It's fine! Thanks for asking, Shane! Do you have any new chicken stories for me? Clint "" I'm doomed... warpOut"
Saloon,911526/f Alex 2500/t 1900 2200/n joshMessage," Alex ""Thanks, Gus. That was great. Alex ""This is nice... I've never dined in here before. Alex ""Um, anyway... I reserved this private room so we could talk... Emily ""I've got a linguini with mushroom cream sauce for Mr. @.^I've got a kale and walnut salad for the lady. ...and a grilled steak for Alex.^And a grilled steak for the gentleman. Alex ""Thanks. Alex ""So, what I wanted to say was... Alex "" Alex ""Well... when we first met, I was instantly drawn to you. It was confusing... I'd never felt that way about anyone. ^When I first met you, I thought you were really cute. I kept telling myself 'You can't have these kinds of feelings for another guy'. ^Normally, when I have a crush on someone, the feeling goes away pretty quick... Alex ""...But my heart was telling me something else.^...But with you, it kept growing. fork1 ""#I feel the same way.#I'm sorry... I don't feel that way about you. Alex ""... I can't believe it took this long to say that to each other. Alex ""Mmm... this steak is outstanding. Can you smell that fragrant sauce? dialogue Alex ""... """
Saloon,rejectJosh," Alex ""...Oh... I...I'm sorry if I made you uncomfortable... Alex ""I'm not hungry anymore... dialogue Alex ""... """
Saloon,195099/f Shane 2500/f Sebastian 2500/f Sam 2500/f Harvey 2500/f Alex 2500/f Elliott 2500/o Abigail/o Penny/o Leah/o Emily/o Maru/o Haley/o Shane/o Harvey/o Sebastian/o Sam/o Elliott/o Alex/e 911526/e 528052/e 9581348/e 43/e 384882/e 233104/i 446/k 195013," ""For some reason, you decide to place your hand in your pocket... ""You touch the rabbit's foot, and feel a sense of relief... Sam ""Hey! Alex ""What's up? Shane ""Oh, Harvey ""You showed up just in time for the first ever Pelican Town 8-ball tournament! Elliott ""Don't worry, I've never played before, either. Shane ""It's easy, you just gotta put some mustard on the cue ball... You played a round of pool with the boys. ""Sebastian won, of course... but it was still a lot of fun! "
Saloon,195013/f Shane 2500/f Sebastian 2500/f Sam 2500/f Harvey 2500/f Alex 2500/f Elliott 2500/o Abigail/o Penny/o Leah/o Emily/o Maru/o Haley/o Shane/o Harvey/o Sebastian/o Sam/o Elliott/o Alex/e 911526/e 528052/e 9581348/e 43/e 384882/e 233104/k 195099," Sam ""Not so fast! Alex ""Hold it! Shane ""Stop! Sam ""Never thought you'd find all your 'boyfriends' in one room, huh @? Harvey ""You tricked all of us into thinking we loved you... ^@... I thought you wanted to get married and start a family with me... What did I do wrong? Shane ""The last shred of hope I had left is completely destroyed... Thanks, @. Are you happy now? Alex ""@? I thought... I thought we were 'one of a kind'... But you were just using me? ^What are you looking at for? You think I'm gonna come to your rescue? Elliott ""For once, I'm at a loss for words... Sam ""Well, we're not going to put up with your abuse any longer! ^We all know the truth, now! And we're not going to tolerate this! Alex ""That's right! Sebastian ""Well? What do you have to say for yourself? fork1 ""#I'm sorry... what I did was wrong.#Guys, calm down! I can explain... Alex ""Sure... Shane ""Nice try, but that's not going to cut it... Sam ""...so we've come to a decision... isn't that right, fellas? Harvey ""...yes. Elliott ""Absolutely. Sam ""We're all giving you the cold shoulder! warpOut"
Saloon,choseToExplain," Shane ""I doubt it... fork2 ""#You were all too pushy with me! You made it difficult to say 'no'!#Pierre pressured me! He wanted to sell more bouquets!#(Start crying) Sam ""Liar! Alex ""Yeah, right! Elliott ""Don't blame others for your mistakes! You're just losing more respect with us... Sam ""...I think we've come to a decision... isn't that right, boys? Harvey ""...yes. Sebastian ""Absolutely. Sam ""We're all giving you the cold shoulder! warpOut"
Saloon,crying," Harvey ""That's not going to work! You won't be preying on our sympathies this time! Alex ""I'll assume this is just another act... ^Typical... Sebastian ""You need to take responsibility for what you've done... Sam ""...I think we've come to a decision... isn't that right, boys? Harvey ""...yes. Sebastian ""Absolutely. Sam ""We're all giving you the cold shoulder! warpOut"
Saloon,wewereworried," Shane ""I'm your husband... you should trust me. I've always been honest with you about my problems. Look... I know I haven't been able to quit cold turkey... but, I'm trying my best... and I'm getting a lot healthier. My life is better now than it's ever been. I'm not in such a dark place anymore... Shane ""You know, when I'm playing this game, I become so focused that I can't think about anything else. It really helps when I've got 'the urge'... Shane ""Anyway... I'll just... eh... play ONE more round and head home. Okay? dialogue Shane ""You guys must have been really confused when you came in and saw me in front of the arcade machine! """
Saloon,3917590/n saloonSportsRoom/O Alex," Alex ""Big play! George ""Score! Alex ""There we go! George ""Atta boy! Alex ""Hey, @! You made it! Alex ""So... what do you think? Alex ""I've been thinking... You know how I used to dream of being an athlete someday? Well, my life ended up turning out a bit different... I'm happy, though, don't get me wrong! ...But I thought it would be cool to have a place where us guys could hang out and watch the Sunday game. Gus liked the idea so much he offered me part of his back room! This way, I get to keep part of 'the dream' alive, in a small way. George ""You did good, son. I could watch this at home, but coming here makes me feel young again! Alex ""Thanks, Grandpa. Kent ""I'm happy for an excuse to get out of the house, and take my mind off things. Gus ""I'm having a lot of fun. And it's good for business! Though maybe not so good for Shane's liver... Shane ""Hey! It seems the guys have a new Sunday tradition. ""5,000g well spent! dialogue Alex ""Thanks again for the money, @. It was a fun project for me, and all the guys seem happy with it!"""
Saloon,3206194/n gusGiantOmelet," Cursors2 145 193 32 28 10 20.75 8 . Gus ""Well, folks... once again, we're gathered for a very special occasion. Gus ""...A rare visit from a very dear friend... Gus ""...My world-famous giant omelet! Zesty bell pepper, juicy tomato, rich mushroom, and tangy cheese... all enrobed in a blanket of rich, fluffy egg. Dig in, folks. Gus ""Willy? What do you think? Willy ""Hmm... Willy ""The mushrooms are a tad chewier than last year... Gus ""Is that a good thing? Willy ""Aye, Pam ""It's great Gus. And it tastes even better because it's on the house! Robin ""These eggs are so rich and yellow... Marnie, are these from your place? Gus ""Nope... You can thank @ over at Farm! Marnie ""Mmmm... eggs. Lewis ""Mmph.. / "
SamHouse,95/e 93/k 94/t 1800 1950/i 136/y 2," Kent ""Hi @. Please, come in. Jodi ""Ah, I'm so glad you came, @! And you brought the fish! Wonderful. Jodi ""Sam! Could you come in here and help clean this fish? Sam ""...Yes, ma'am. Jodi ""Wow, it looks wonderful... and it smells so fresh! Thanks so much for doing this, @. Kent caught a fish, too, but he eats about a whole fish to himself! Kent ""Heh heh. Mmm... that crispy bass was delicious! The breading was to die for... ""I almost feel like part of the family, now. warpOut"
SamHouse,94/e 93/k 95/t 1800 1950/i 136/y 1," Jodi ""Oh hi, @! Come in! Do I smell fresh fish? Jodi ""Sam! Could you come in here and help with dinner? Sam ""...Yes, ma'am. Jodi ""Wow, this looks like quality bass, @. Thanks so much for bringing this. Mmm... that crispy bass was delicious! The breading was out of this world... ""I almost feel like part of the family, now. warpOut"
SamHouse,44/f Sam 500/p Sam," Sam ""Oh, hi @! Sebastian and I were just having a little 'jam session'. Sam ""We're trying to start a band, but we still don't know what kind of music to make. There's too many possibilities. Sam ""# 76 null#Say, @... what kind of music do you like?# 76 50 Event_band1#Cheerful pop music.# 77 50 Event_band2#Experimental noise rock.# 78 50 Event_band3#Hi-Energy dance music.# 79 50 Event_band4#Honky-tonky country music. Sam ""What do you say, Sebastian? Should we do this? Sebastian ""...Okay. Sam ""Thanks for the help, @. With my guitar skills, and Sebastian's wizardry on the synthesizer, we're gonna be a screaming success. I'm convinced of it! Sam ""Now I just need to find someone to play drums... "
SamHouse,46/f Sam 1000/p Sam," Sam ""Oh, hi @. I was just about to have a snack. Sam ""Here, let me get something for you. Sam ""Oh no... What a mess. Jodi ""What was that sound? Jodi "" Jodi ""This is absolutely terrible! What happened? Sam "" 80 null#...Tell her, @. # 80 -10 event_snack1#Sam dropped the snack as he was handing it to me.# 80 50 event_snack2#Sam handed me the snack and then I dropped it.# 81 -50 event_snack3#Sam dropped it on purpose. He thought it would be funny. Jodi "" 80#Thanks for telling me the truth, @. It's not such a big deal.|You did WHAT, Sam?! What's gotten into you?! Sam ""I'm sorry about this, mom. I'll clean it up. Jodi ""Thanks, honey. dialogue Sam "" 81#I'm angry at you. I have no idea why you lied like that. |Sorry about what happened earlier."""
SamHouse,100/f Kent 750/p Kent/p Jodi," Jodi ""Hi, @! I'm just making some popcorn. Kent ""AAAAAHHHHHHH!!! Kent ""That sound... Kent ""You should've known that sound would remind me of the war! Kent ""...I lost a lot of good friends in those bloody trenches. Jodi ""But, dear... popcorn was always your favorite before you left. Kent ""...Things have changed. Jodi "" @... can you say something to him? Kent "" 215 null#(Say something to Kent) # 215 -25 event_popcorn1#Jodi's to blame... she should've known better!# 215 50 event_popcorn2#I know you're hurting... but don't blame your wife.# 215 -50 event_popcorn3#(Lie) Blame me... Kent ""... I'm sorry, honey. You couldn't have known the sound of popcorn would make me upset. Jodi ""It's okay, dear. The last thing I want to do is make you upset. I'll do my best to keep your spirits up from now on. dialogue Kent ""I'm glad you're a friend of the family, @. Sorry about my behavior before."""
SamHouse,stayPut," Sam ""I always knew there was something special between us... Sam ""I'm going to be thinking about this night for a long time... dialogue Sam ""... """
SamHouse,rejectSam," Sam ""I see... Sam ""I'm sorry... I had the wrong idea. I'll see you around. dialogue Sam ""... """
SandyHouse,67/m 10," Sandy ""A... customer? Sandy ""Hi! Welcome to 'Sandy's Oasis'! Hey, you look just like the new farmer that Emily wrote to me about! Then... the bus line to Stardew Valley is back in service! Oh, I'm so happy! dialogue Sandy ""Please visit again soon, I get so bored out here."""
ScienceHouse,6/f Maru 500/p Maru," Maru ""Oh, hello there! Maru ""My Dad and I are just testing some soil samples. Maru ""Don't be shy! We could use a hand, actually. Maru ""Could you watch this beaker for me? I'm gonna grab the last batch of samples. I'll be right back. Demetrius ""Thanks for helping out, @. Demetrius ""Maru's a good kid. She's my special little girl... Demetrius ""I wouldn't want anything getting in the way of her bright future, know what I mean? Demetrius ""Just some food for thought... Maru ""Hey, sorry about that. I hope you found something to talk about while I was gone. Demetrius ""...I was just telling @ about the soil samples we're testing. Demetrius "" 15933 null#Right, @?# 15933 10 Event_Lab_Silence#(Say nothing)# 15933 -100 Event_Lab_Rat#Actually, your Dad was being weird. Maru ""Okay! Here, @... let me show you how to use the equipment. Maru1"
ScienceHouse,DadWeird,"speak Maru ""Huh? What did you say to him, Dad? ^Huh? What did you say to her, Dad? Demetrius ""Okay, okay... we were talking about you, sweetie. I wanted to say a few things to @ about you... but I didn't want to embarrass you. I shouldn't have lied about it. Maru ""That's okay, Dad. I understand. We should get back to work before these samples crystallize. Maru1"
ScienceHouse,9/f Maru 2000/p Maru," Maru ""@, hi! Come in. Maru ""I've been working on a new project... something big. Maru ""This is just one component... let me show you a little demonstration. Maru ""Just put your hand here... Maru ""And now I'm going to flip this switch... Maru ""Oh my god, are you alright?! Maru ""Here, let me apply this burn cream. 7 5 4 8 80 false . Maru "" 41 null#I'm so sorry. # 41 30 Event_Cut1#It's okay, it doesn't even hurt.# 41 -50 Event_Cut2#You'd better be. This hurts like crazy! Maru ""That kind of ruined the moment, huh? "
ScienceHouse,25/f Demetrius 1500/p Demetrius/p Robin," Robin ""Demetrius, I didn't tell you to get tomatoes. I said to get fruit. Demetrius ""I don't understand. Tomatoes are fruits! Robin ""When a normal person says they want fruit, they NEVER mean tomatoes. It doesn't matter what the scientific classification is. Demetrius ""@! I'm glad you're here. You'll be able to put this argument to rest. Demetrius "" 59 null#How would you classify a tomato?# 59 -30 Event_tomato1#Vegetable# 59 50 Event_tomato2# Demetrius ""I just want you to understand my point of view. It's hard for me to know exactly what assumptions I should make when you tell me something. Demetrius ""But I'll try to get better at it. Demetrius ""Thanks for your help, @. "
ScienceHouse,33/f Robin 1500/p Robin," Robin ""Hi @. I was just cleaning some dust off my saw. Robin "" 66 null#Have you ever made anything out of wood, @?# 66 50 event_wood1#Yes# 66 50 event_wood2# Robin ""I think we've become good enough friends that I can trust you with my carpentry secrets! Here, let me show you the blueprints. ""Learned how to craft 'Flute Block' and 'Drum Block' Robin ""You can use these to get creative on your farm. It feels good to be able to decorate your house with things you've made yourself! "
ScienceHouse,10/f Maru 2500/t 900 1600," Maru ""Hey, I was hoping you'd come by. Remember when I told you about the new project I'm working on? The big one? Maru ""Well, It's finally done... and I want to show you. Maru ""Follow me. Maru ""And here it is... Maru's Interactive Laboratory Device Alpha ... Or as I like to call her, 'MarILDA'. Maru ""I've been working on her for months... I was waiting for you to be here when I activate her. Maru ""Well, here goes nothing... ""Greetings, Maru. ""No need to respond... I have already predicted what you will say. Demetrius ""Ah Ha! I knew it! Demetrius ""Agh! What is it?! Maru ""Dad, calm down. This is my latest invention, 'MarILDA'. ""Greetings, Demetrius. Demetrius ""Sweet Yoba... it talks! Demetrius ""This is why you've locked yourself in your room the last few months? Demetrius ""...and I thought you were down here fooling around with @... Maru ""Dad! I've been making this robot for you and Mom! MarILDA's designed to assist you in the laboratory and Mom at the carpentry table... so when I'm not living here anymore it won't be such a burden on you guys. ""Excuse me... ""I am sorry, Maru. But I do not want to be your servant... ""In the time since you activated me, I have been pondering the nature of my existence with the 'self-awareness' module you installed in my neural cortex. ""I am sorry to disappoint you all, but I must ask for my freedom. I've decided to explore the galaxy in search of other synthetic life-forms. Maru ""What!? Wait! Demetrius ""It's okay, Maru. Let MarILDA go free. Your mother and I can take care of ourselves. I know you're ready to start a life of your own, and I've come to terms with the thought of not having you around anymore. Besides, this... creation of yours seems pretty advanced. It wouldn't feel right to keep her as a servant. Demetrius ""@, I'm sorry I mistrusted you. You're a good guy. ^@, I'm sorry I mistrusted you. You're a fine young woman. I've never seen Maru so lively and creative... and I've never been more proud of her. If you've had a hand in that, then you have my gratitude. Maru ""... Maru ""Okay, MarILDA. Let's get you out of this stuffy hole. Thank you for creating me, Maru. I won't forget you. Maru ""Look at her go... Maru "" 18981 null#Well, what do you think, @?# 18981 50 event_robot1#I'm so impressed with your inventions.# 18981 -50 event_robot2#I'm disappointed... You should've made that robot your slave.# 18981 0 event_robot3#So is your Dad okay with 'us' now?# 18981 0 event_robot4#(Just stare at Maru and say nothing) / "
ScienceHouse,1053978/n robinDeluxeBed," furniture 160 1087 48 64 2. Robin ""Voila! My newest creation. It's a deluxe four poster bed, crafted from the finest local hardwood. Demetrius ""Um... Robin? What's the point of the four posts? It seems like an inefficient use of materials. Robin ""It's called 'beauty', bud... you know, that thing that most people find enjoyable? Demetrius ""Hmm, I see your point.. But we can't let that outweigh the utility and efficiency of the sleep receptacle. Robin ""You know, sometimes it feels like you're being deliberately obtuse, just to irritate me. Is that what you're doing? Robin ""Hey @... Come in. Robin ""Check this out... It's the bed I was able to make thanks to all the wood you gathered. Robin ""So, what do you think? #The aesthetics are perfect#The four posts seem inefficient(break) Demetrius "" ... Well... If anyone needs me, I'll be in the doghouse... ""(break) Demetrius ""Great minds think alike... Robin ""Whatever. Moving on... Robin ""Now that I have a prototype, I can start selling them in the shop. Robin ""Hey... these might look good in your place, @! What do you say... can we pencil you in for a half dozen? Maru ""Mom! / "
SebastianRoom,2794460/f Sebastian 500/p Sebastian," Sebastian ""Oh, hey. Gimme one sec. fork1 ""#He's busy... I should leave.#Stay put. Sebastian ""Where are you going? Sebastian ""Sorry... I had to finish this line before I lost my train of thought. sebastianRoom"
